timestamp,energy,occupancy,device_usage,temp_indoor,temp_outdoor,humidity_indoor,humidity_outdoor,energy_profile,confidence
2025-03-11 22:02:19.744154,228.11,4,8,19.864444444444445,19.57,48.81,72.78,Very High,Low
2025-03-11 22:02:29.812307,459.27,4,7,19.892222222222223,14.96,48.90888888888889,60.86,Very High,Low
2025-03-11 22:02:39.862790,377.85,2,6,20.024444444444445,18.2,46.66888888888889,59.42,Very High,Low
2025-03-11 22:02:49.900121,217.8,4,7,19.68,11.95,48.85444444444445,51.92,Very High,Low
2025-03-11 22:02:59.948632,227.7,5,5,20.15,16.14,48.10444444444445,67.98,Very High,Low
2025-03-11 22:03:10.000142,228.97,4,6,19.976666666666667,14.12,49.70666666666667,64.6,Very High,Low
2025-03-11 22:03:20.051214,506.85,5,8,19.941111111111113,19.66,51.40888888888889,58.66,Very High,Low
2025-03-11 22:03:30.101248,433.31,4,8,20.75,11.16,51.41777777777778,67.91,Very High,Low
2025-03-11 22:03:40.146099,225.97,5,7,20.07444444444444,12.89,50.965555555555554,58.01,Very High,Low
2025-03-11 22:03:50.198975,503.24,4,8,19.404444444444444,19.81,52.56333333333333,74.36,Very High,Low
2025-03-11 22:04:00.245788,374.47,2,6,20.07888888888889,16.85,48.20777777777778,77.05,Very High,Low
2025-03-11 22:04:10.287189,438.01,4,4,20.051111111111112,16.25,50.376666666666665,68.07,Very High,Low
2025-03-11 22:04:20.337894,182.64,3,4,19.72,17.06,51.24333333333333,70.34,High,Low
2025-03-11 22:04:30.387076,346.81,2,4,20.293333333333333,18.56,50.42777777777778,57.0,Very High,Low
2025-03-11 22:04:40.432054,195.42,5,9,20.11888888888889,15.68,50.35444444444445,67.57,High,Low
2025-03-11 22:04:50.478866,181.35,3,4,20.004444444444445,12.38,49.864444444444445,74.85,High,Low
2025-03-11 22:05:00.540850,395.54,4,4,20.48,13.75,48.12888888888889,52.73,Very High,Low
2025-03-11 22:05:10.596382,261.81,4,4,20.004444444444445,13.22,50.98888888888889,61.55,Very High,Low
2025-03-11 22:05:20.646228,380.07,2,4,20.136666666666667,17.95,51.63111111111111,74.22,Very High,Low
2025-03-11 22:05:30.691785,466.57,5,9,19.793333333333333,19.05,50.51555555555555,52.06,Very High,Low
2025-03-11 22:05:40.737385,135.25,2,6,20.02111111111111,14.9,45.38444444444444,69.73,High,Low
2025-03-11 22:05:50.789285,329.51,3,7,20.11111111111111,16.79,48.10444444444445,54.46,Very High,Low
2025-03-11 22:06:00.835205,457.25,3,7,20.30777777777778,10.45,49.83111111111111,74.07,Very High,Low
2025-03-11 22:06:10.883863,428.65,3,4,20.348888888888887,15.81,54.44777777777777,52.27,Very High,Low
2025-03-11 22:06:20.933405,341.99,2,2,19.927777777777777,13.78,48.94777777777778,78.08,Very High,Low
2025-03-11 22:06:30.980465,471.26,5,6,19.756666666666668,11.03,49.05111111111111,57.13,Very High,Low
2025-03-11 22:06:41.028732,463.6,5,8,20.02,12.39,47.28666666666666,76.59,Very High,Low
2025-03-11 22:06:51.082234,315.77,3,6,20.034444444444446,13.35,51.885555555555555,56.58,Very High,Low
2025-03-11 22:07:01.127963,388.21,3,3,20.063333333333333,14.73,48.70444444444444,69.44,Very High,Low
2025-03-11 22:07:11.175876,186.77,2,4,20.48444444444445,17.82,47.01,59.7,High,Low
2025-03-11 22:07:21.221386,389.79,2,6,20.24,18.4,50.34222222222222,52.18,Very High,Low
2025-03-11 22:07:31.275864,265.44,5,7,19.474444444444444,14.16,48.873333333333335,70.13,Very High,Low
2025-03-11 22:07:41.329504,428.77,4,5,20.133333333333336,16.56,48.81,72.19,Very High,Low
2025-03-11 22:07:51.380482,376.5,2,4,19.93111111111111,19.61,50.40777777777778,67.81,Very High,Low
2025-03-11 22:08:01.432662,474.08,4,8,19.854444444444443,13.35,51.94111111111111,63.81,Very High,Low
2025-03-11 22:08:11.472119,431.25,3,6,19.60666666666667,15.29,47.36333333333333,58.41,Very High,Low
2025-03-11 22:08:21.508176,236.68,4,4,19.938888888888886,16.81,50.73222222222222,54.63,Very High,Low
2025-03-11 22:08:31.557574,357.57,4,8,20.14888888888889,18.8,46.19444444444444,70.05,Very High,Low
2025-03-11 22:08:41.606642,163.64,4,7,20.047777777777775,10.04,49.35666666666666,59.67,High,Low
2025-03-11 22:08:51.659595,125.78,2,3,20.073333333333338,10.32,47.037777777777784,54.2,High,Low
2025-03-11 22:09:01.714083,241.85,5,7,20.274444444444445,10.17,50.35666666666666,50.18,Very High,Low
2025-03-11 22:09:11.764692,427.7,3,5,19.808888888888887,15.78,48.903333333333336,67.84,Very High,Low
2025-03-11 22:09:21.801933,451.01,5,9,19.592222222222222,19.56,49.91555555555556,57.29,Very High,Low
2025-03-11 22:09:31.857252,421.48,4,4,20.098888888888887,14.62,50.69444444444444,62.88,Very High,Low
2025-03-11 22:09:41.906129,360.42,3,6,20.38111111111111,13.52,49.23888888888889,70.62,Very High,Low
2025-03-11 22:09:51.951256,362.16,2,2,20.38,17.83,51.00333333333333,77.6,Very High,Low
2025-03-11 22:10:02.010401,377.51,3,4,20.246666666666663,17.37,48.80222222222222,56.23,Very High,Low
2025-03-11 22:10:12.054517,368.78,3,3,19.691111111111113,12.75,49.54222222222222,74.59,Very High,Low
2025-03-11 22:10:22.099235,514.51,5,9,19.997777777777777,18.75,50.48222222222223,62.53,Very High,Low
2025-03-11 22:10:32.157087,413.8,2,6,19.85111111111111,17.1,50.346666666666664,63.87,Very High,Low
2025-03-11 22:10:42.210002,275.88,5,7,20.002222222222223,14.6,50.166666666666664,56.33,Very High,Low
2025-03-11 22:10:52.262158,428.78,5,6,20.174444444444443,18.34,51.09555555555555,59.35,Very High,Low
2025-03-11 22:11:02.307150,447.07,5,6,19.79888888888889,19.92,46.83555555555555,60.84,Very High,Low
2025-03-11 22:11:14.085085,385.25,2,6,20.19222222222222,15.91,48.16555555555556,54.89,Very High,Low
2025-03-11 22:12:55.908656,363.66,2,3,20.00222222222222,16.66,48.95333333333333,58.75,Very High,Low
2025-03-11 22:13:05.963660,391.72,3,3,20.12555555555555,14.97,51.84888888888889,52.17,Very High,Low
2025-03-11 22:13:14.177948,524.52,5,8,19.794444444444444,13.36,49.504444444444445,51.88,Very High,Low
2025-03-11 22:13:16.024040,409.91,2,6,20.30333333333333,13.24,50.08111111111111,69.17,Very High,Low
2025-03-11 22:13:24.240640,461.42,3,7,20.086666666666662,17.08,52.09888888888889,58.36,Very High,Low
2025-03-11 22:13:26.075005,179.5,2,4,20.063333333333333,17.58,47.41444444444445,71.01,High,Low
2025-03-11 22:13:34.279321,209.48,2,5,20.06,18.44,50.20777777777778,60.67,Very High,Low
2025-03-11 22:13:36.119302,441.99,2,5,20.02,14.07,50.53666666666666,52.01,Very High,Low
2025-03-11 22:13:44.322856,415.12,3,4,20.107777777777777,11.26,51.29,78.58,Very High,Low
2025-03-11 22:13:46.168605,393.1,3,3,20.522222222222226,17.77,49.24666666666667,69.68,Very High,Low
2025-03-11 22:13:54.389932,186.33,2,2,19.95111111111111,19.1,50.34444444444445,60.47,High,Low
2025-03-11 22:13:56.228250,528.0,5,9,19.73444444444445,13.44,52.03111111111111,72.71,Very High,Low
2025-03-11 22:14:04.441721,408.81,3,4,20.17111111111111,16.38,51.18,66.79,Very High,Low
2025-03-11 22:14:06.275283,372.07,2,2,19.654444444444447,17.77,47.98444444444445,62.32,Very High,Low
2025-03-11 22:14:14.491528,235.0,2,3,19.621111111111112,11.52,49.95333333333334,58.09,Very High,Low
2025-03-11 22:14:16.312463,180.78,4,5,19.97222222222222,12.83,50.43555555555556,75.5,High,Low
2025-03-11 22:14:26.361876,271.26,3,6,19.863333333333333,18.77,48.007777777777775,62.9,Very High,Low
2025-03-11 22:14:46.581659,148.76,2,5,19.54222222222222,10.85,52.88,72.29,High,Low
2025-03-11 22:14:56.637480,458.56,5,5,20.172222222222224,16.14,48.32666666666667,50.2,Very High,Low
2025-03-11 22:15:06.679196,480.85,5,9,20.007777777777775,13.06,51.91444444444445,66.1,Very High,Low
2025-03-11 22:15:16.739064,392.15,2,4,19.65888888888889,13.57,52.65111111111111,55.89,Very High,Low
2025-03-11 22:15:26.821337,139.05,4,6,19.72,12.11,50.85888888888889,62.88,High,Low
